id,Sistema,Assunto,Mnemônico,Funcionalidade,Versão,Vínculo,Órgão,UPAG,UORG,Data,Nota,comments
1247,SIGEPE,Pensão Alimentícia,CONSULTPENSAOA,Início,0,SER,36205,1751.0,,2024-06-13 11:26:47.781,2,"Este módulo de pensão-alimentícia é terrível para termos praticidade em efetuar qualquer funcionalidade. Ex: Quero consultar uma pensão, incluo o nome do alimentante e o sistema informa não constar nenhum resultado (e existe pensão). Informo o CPF do alimentante e nada..."
1248,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40701,,,2024-06-13 11:09:56.542,5,
1249,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Consultar Vínculos,28,SER,70000,1851.0,,2024-06-12 16:31:31.139,4,sistema trava demais.
1250,SIGEPE,Gestão de Vínculo,INGREGINGOUTREG,Cadastrar Ingresso,0,SER,70000,1851.0,,2024-06-12 16:29:25.67,4,
1251,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40701,,,2024-06-12 16:28:10.294,5,
1252,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,13300,,,2024-06-12 15:45:03.985,5,
1253,SIGEPE,Gratificação,ATIVIDAGECC,Atividade GECC,0,,26257,,,2024-06-12 14:29:12.746,2,"O objetivo da criação deste módulo foi passado como de melhorar o controle e implementação dos pagamentos de GECC, mas com os vários entraves que ainda persistem, está funcionando como um dificultador. Há muito o que melhorar.
registro de horas retroativas não pode ficar sem funcionar, por exemplo."
1254,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26255,203.0,,2024-06-12 08:28:45.652,1,"Mensagem de Erro!
Erro 'Erro inesperado: 'length == 8194 off == 4 buffer length == 8192'.' ao tentar fazer upload do arquivo."
1255,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,44207,,,2024-06-11 08:34:25.421,5,Dinâmico e bem didático!
1256,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40701,,,2024-06-10 18:53:39.499,4,
1257,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26416,,,2024-06-10 18:05:05.43,1,muito confuso
1258,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40211,,,2024-06-10 16:50:58.782,4,
1259,SIGEPE,Pensão Alimentícia,PENSAOALIMENTIC,Cadastrar PA,0,SER,57202,8797.0,,2024-06-10 11:56:20.87,2,A mensagem 'cadastrada com sucesso...¿ aparece por uma fração de segundo. Sendo impossível ler até o final.
1260,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,32,SER,17500,,,2024-06-10 11:13:11.751,5,
1261,SIGEPE,Tabelas Auxiliares,ARFOACCOARFOAC,Pesquisar Área de Formação Acadêmica,13,SER,17500,,,2024-06-10 11:11:18.383,5,
1262,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,21000,,,2024-06-07 17:22:19.341,4,
1263,SIGEPE,Tabelas Auxiliares,ARFOACCOARFOAC,Detalhar Área de Formação Acadêmica,12,SER,17500,,,2024-06-07 16:08:43.102,5,
1264,SIGEPE,Moradia,ASSUNPAGINASSUN,Listagem de Tarefas,0,,40116,26.0,701.0,2024-06-07 15:35:55.923,4,
1265,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,44207,,,2024-06-07 10:02:49.716,1,"dificuldade em concluir a avaliação
"
1266,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26453,,,2024-06-06 15:16:26.897,1,"Não se localiza o formulário de requerimento para capacitação. 
Onde localizar? "
1267,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,53,SER,70000,492.0,,2024-06-06 12:26:27.22,1,Ja tentei várias vezes deferir este requerimento e nao consigo concluir
1268,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26408,2.0,,2024-06-06 11:13:22.484,2,sistema vive dando erro
1269,SIGEPE,Pensão Alimentícia,CONSULTPENSAOA,Início,0,SER,57202,8797.0,,2024-06-06 09:39:22.545,2,"A frequência com que o SIGEPE trava é excessiva, A perda de parte do trabalho feito gera atraso e falhas."
1270,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,25000,2524.0,,2024-06-06 09:16:56.951,1,MUITO LENTO E NÃO SUPORTA OS ARQUIVOS. A MAIORIA PRECISA SER COMPRIMIDO. DEMORA MUITO PARA LIBERAR A ASSINATURA E DEPOIS AINDA FICA PENDENTE.
1271,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26241,,,2024-06-05 15:50:35.295,2,Naõ tenho como me comunicar com pessoas!
1272,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26435,,,2024-06-05 14:09:37.827,1,Ninguém entende mais como funciona essas ferramentas. Estou tentando alterar solicitação de férias e esse site ninguém sabe fazer nada
1273,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Afastamento,31,SER,17500,,,2024-06-05 13:51:39.077,5,
1274,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,53,SER,57202,8797.0,,2024-06-05 11:43:30.109,2,"A frequencia com que o SIGEPE trava é excessiva, A perda de parte do trabalho feito gera atraso e irritação."
1275,SIGEPE,Moradia,SERSOLIMOFUNSOL,Solicitar Moradia,0,,20115,783.0,783.0,2024-06-05 08:34:15.513,2,Não consigo incluir o documento
1276,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,,40211,170.0,,2024-06-05 08:07:25.587,5,
1277,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,100,SER,26236,,,2024-06-04 22:14:48.984,5,
1278,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,,26436,2.0,261.0,2024-06-04 21:14:39.67,4,
1279,SIGEPE,Afastamento,PESQUISFILTRAR,Consultar Concessão,30,SER,36207,,,2024-06-04 11:42:56.763,5,
1280,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,100,SER,26232,,,2024-06-03 15:40:35.387,4,
1281,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40211,36.0,119.0,2024-06-03 14:17:33.275,5,
1282,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40701,,,2024-06-03 12:26:45.003,5,Excelente
1283,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,39252,,,2024-06-03 10:54:17.159,5,
1284,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,99,SER,26351,,,2024-06-02 20:11:30.206,5,
1285,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,98,SER,26248,,,2024-05-31 19:53:09.039,2,muito dificil!
1286,SIGEPE,Requerimento,RELATORVISAOOP,Relatório Analítico,1,SER,26257,22.0,,2024-05-30 07:45:26.677,5,Sem comentários. Genial.
1287,SIGEPE,Tabelas Auxiliares,NIVESCCONNIVESC,Detalhar Nível de Escolaridade,0,SER,17500,,,2024-05-29 17:50:34.862,5,
1288,SIGEPE,Tabelas Auxiliares,ARFOACCOARFOAC,Alterar Área de Formação Acadêmica,11,SER,17500,,,2024-05-29 17:45:17.87,5,
1289,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,53,SER,21000,24.0,,2024-05-29 09:49:02.426,2,A ASSINATURA NÃO ESTÁ FUNCIONANDO
1290,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,97,SER,26429,,,2024-05-28 22:25:02.598,2,sistema confuso! interface 0 intuituvidade
1291,SIGEPE,Seleção de Pessoas,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,44205,,,2024-05-28 20:11:46.382,5,A Única crítica é o sistema demorar para abrir nesse período. Fica muito lento
1292,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,97,SER,25000,,,2024-05-28 15:43:44.172,5,Satisfatório..importante cumprir a solicitação institucional.
1293,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Consultar Vínculos,28,SER,57202,8300.0,,2024-05-28 15:03:17.392,2,não está disponível
1294,SIGEPE,Consignações,CONSIMSIMCON,Simular Consignação,0,SER,25000,,,2024-05-28 13:30:01.651,4,
1295,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,PEN,30802,,,2024-05-28 11:52:59.4,1,NÃO É UM SITE INTUITIVO
1296,SIGEPE,Publicação,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17500,2716.0,3352.0,2024-05-27 18:33:34.363,4,
1297,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,13300,,,2024-05-27 12:28:34.11,1,Não consigo acessar o meus contra cheques ecomprovante de rendimentos . Os ícones de informações são péssimos.  
1298,SIGEPE,Consignação,AUTCONCONAUTCON,Consultar Autorizações Consignatárias,0,SER,25000,7588.0,,2024-05-27 10:07:01.773,5,
1299,SIGEPE,Frequência,PAINEDEGESTO,Painel de Gestão,0,,17500,,,2024-05-27 08:03:06.494,3,"Como acesso a 13 Ministérios, acredito que seria melhor se os Ministérios já estivessem viziveis na tela, um ao lado do outro para escolha. Já que leva mais tempo a escolha por fazer muitas ações em Ministérios diferentes."
1300,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,97,SER,20115,,,2024-05-26 21:28:25.357,4,Ok
1301,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,25000,,,2024-05-26 07:43:20.323,4,"Norita Galvão dos Reis lope
Vic
s regular te m"
1302,SIGEPE,Requerimento,SERVIPACOTPROCE,Corrigir Requerimento,96,SER,26232,,,2024-05-25 08:17:35.117,1,Considero este modulo extremamente confuso para o usuário.
1303,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17500,,,2024-05-24 18:57:32.945,5,
1304,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,40701,,,2024-05-24 17:48:36.95,4,
1305,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,,,2024-05-23 18:04:27.508,1,um horror de trabalhar!
1306,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,53,SER,21000,107.0,,2024-05-23 15:11:36.517,1,"O REQUERENTE CONSEGUE ENVIAR O REQUERIMENTO SEM PREENCHER CAMPOS ESSENCIAIS AO RECEBIMENTO DO BENEFÍCIO, COMO O NÚMERO DO PLANO CONTRATADO, DEVERIA SER OBRIGATÓRIO O PREENCHIMENTO DO CAMPO POR UM N° VÁLIDO, CRUZANDO AS INFORMAÇÕES COM A ANS. NÃO SENDO POSSÍVEL AVANÇAR SEM TAL INFORMAÇÃO"
1307,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,16000,,,2024-05-23 13:33:27.745,2,A funcionalidade de tramitação do requerimento está incompleta. O requerimento não segue para nova fase.
1308,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26233,34.0,,2024-05-23 13:33:03.08,3,Está lenta em 23/05/2024.
1309,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26233,387.0,,2024-05-23 13:27:32.69,5,
1310,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,21000,107.0,,2024-05-23 13:19:26.821,1,"Os requerimentos de ressarcimento ao plano de saúde deveriam ter campos obrigatórios, como código do plano e código da operadora, pois, hoje, o requerente consegue enviar o requerimento sem preencher esses campos que condicionantes  para inclusão ou exclusão do benefício no siape."
1311,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,95,SER,40116,,,2024-05-23 09:51:14.102,1,NÃO CONSIGO UTILIZAR
1312,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,25000,,,2024-05-22 15:44:44.015,1,NÃO FUNCIONA
1313,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,16000,,,2024-05-22 14:58:00.351,4,
1314,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,53,SER,70000,119.0,659.0,2024-05-22 14:16:00.062,1,"NÃO CONTEM NO SISTEMA CERTIDÃO DE CASAMENTO.
SOLICITO RETIRAR FELLIPE PINHEIRO CORAL MURITIBA DE SOUZA, MOTIVO
JÁ ATINGIU MAIOR IDADE, HOJE EATÁ CASADO E COM 42 ANOS DE IDADE. JÁ TENTEI RETIRA-LO E NÃO CONSIGO."
1315,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,94,SER,57202,,,2024-05-22 10:33:34.829,4,Ciente 
1316,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,93,SER,30204,,,2024-05-22 09:38:32.253,3,TENHO 5 DOCUMENTOS DE RECADASTRAMENTO DA QUITAÇÂO DO PLANO DE SAÙDE EM ANALISE E JÁ PASSARAM 3 MESES E O SIGEPE NÃO ENVIOU NENHUMA RESPOSTA  PARA O MEU E-MAIL. ISTO SIGNIFICA QUE EU FUI APROVADO OU EU ENTREI PELO CANO.
1317,SIGEPE,Moradia,SERSOLRESSOL,Solicitar Ressarcimento,0,,42201,1171.0,1232.0,2024-05-22 09:01:24.264,1,pessimo
1318,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,42201,,,2024-05-20 17:34:49.604,2,não deixou acessar
1319,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,59000,,,2024-05-20 16:35:29.607,4,
1320,SIGEPE,Ação Judicial,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26236,12.0,,2024-05-20 12:49:27.636,1,"Fica reabrindo a tarefa como ""tomar ciencia"" para todos os perfis, multiplicando o trabalho"
1321,SIGEPE,Frequência,INFORMAOCORRNC,Informar Ocorrências,0,,17600,,,2024-05-20 10:30:53.397,4,"Na definição da data, poderia haver um botão denominado ""O mês inteiro. Ou integral"", Pra que não fosse necessário clicar na data inicial e na data final."
1322,SIGEPE,Pensão Alimentícia,CONSULTPENSAOA,Início,0,SER,20101,14.0,,2024-05-16 15:53:10.798,4,
1323,SIGEPE,Pensão Alimentícia,PENSAOALIMENTIC,Cadastrar PA,0,SER,20101,14.0,,2024-05-16 15:17:42.704,4,
1324,SIGEPE,Avaliação de Desempenho,PTECPTEMIMIS,Cadastrar Minhas Metas Individuais,0,SER,40701,,,2024-05-16 10:41:03.678,5,
1325,SIGEPE,Moradia,SERSOLRESSOL,Solicitar Ressarcimento,0,,81200,24.0,34.0,2024-05-16 08:45:44.004,1,SIGO TODAS AS ORIENTAÇÕES E O SISTEMA NÃO ENVIA MEU PEDIDO 
1326,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,93,SER,57202,,,2024-05-15 16:44:45.363,1,"Muito difícil para pessoas idosas sem prática de informática,  seria melhor no ( meu inss)."
1327,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26245,,,2024-05-15 15:32:14.343,5,
1328,SIGEPE,Requerimento,CONSULTPROCESS,Detalhar Pacote de Requerimentos,52,SER,57202,8797.0,,2024-05-15 14:46:37.049,2,"A frequencia com que o SIGEPE trava é excessiva, A perda de parte do trabalho feito gera atraso e irritação."
1329,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,45205,,,2024-05-15 14:29:31.821,4,
1330,SIGEPE,Consignações,CONSIMSIMCON,Simular Consignação,0,SER,57202,,,2024-05-15 10:32:10.589,2,Cmo faço para tirar meu conta cheque?
1331,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,13300,,,2024-05-15 09:24:56.6,4,"Bem prática e intuitiva, sistema fácil de operar."
1332,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26249,,,2024-05-15 07:58:09.045,1,nao consigo corrigir um requerimento a pedido de minha unidade gestora. 
1333,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,92,SER,13300,,,2024-05-14 21:58:35.495,4,
1334,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,30202,,,2024-05-14 18:20:02.568,5,
1335,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26236,,,2024-05-14 15:42:46.264,4,
1336,SIGEPE,Consignações,CONSIMSIMCON,Simular Consignação,0,PEN,40806,,,2024-05-14 14:45:39.218,5,
1337,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,57202,8797.0,13183.0,2024-05-14 12:51:17.07,1,Grande dificuldade localizar os requerimentos
1338,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,17500,2716.0,,2024-05-14 10:24:45.405,5,"GOSTARIA DE SABER COM IMPRIMIR ESSA MSG.
"
1339,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,20115,,,2024-05-14 00:48:55.984,1,Péssima navegação. Complicado e ineficiente.
1340,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,13300,858.0,858.0,2024-05-13 21:46:58.185,5,
1341,SIGEPE,Avaliação de Desempenho,METINDACEMETIND,Aceitar Minhas Metas Individuais,0,SER,40701,,,2024-05-13 17:55:50.253,1,Mudei de unidade e não consigo aceitar minhas metas. 
1342,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,42201,,,2024-05-13 17:03:08.5,4,
1343,SIGEPE,Frequência,READOSERVI,Área do Servidor,0,,30204,750.0,,2024-05-13 16:51:26.28,5,
1344,SIGEPE,Avaliação de Desempenho,PTECPTEMIMIS,Cadastrar Minhas Metas Individuais,0,SER,40701,,,2024-05-13 16:17:36.695,4,
1345,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,25000,,,2024-05-11 22:43:28.341,4,boa noite. Como conseguir minha declaração de rendimentos para o IRPF
1346,SIGEPE,Avaliação de Desempenho,AVDEVIAVDESE,Consultar Minha Avaliação de Desempenho,0,SER,57202,,,2024-05-10 22:44:14.338,1,Não funciona.     Não abre nada!
1347,SIGEPE,Consignações,CONSIMSIMCON,Simular Consignação,0,SER,26245,,,2024-05-10 20:12:08.925,3,"não é funcional, porque só simula. Não posso efetivar o empréstimo através deste canal."
1348,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,40116,,,2024-05-10 19:37:05.015,1,"péssimo
não consigo atualizar cadastro de dependentes. Como devo proceder?
"
1349,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26240,13.0,,2024-05-10 12:39:38.982,3,"instabilidade na conclusão das ações.
"
1350,SIGEPE,Assentamento Funcional Digital,PAGESRELATGEREN,Relatório Gerencial,0,SER,21000,,,2024-05-10 11:11:30.947,4,ok.
1351,SIGEPE,Seleção de Pessoas,PAGESPROVIINCLU,Cadastrar solicitação de provimento,0,SER,35000,,,2024-05-10 11:01:56.043,2,"Estou tentando cadastrar uma solicitação de provimento sem sucesso. Já fiz quatro tentativas e sempre recebo uma mensagem de erro. Os campos estão todos preenchidos, mas o sistema não conclui a solicitação. Se clica em ""gravar"", o sistema apaga todas as informações já lançadas. "
1352,SIGEPE,Gratificação,DASHBOARD,Dashboard,0,,26245,,,2024-05-10 10:51:51.476,4,"Acho muito boa, porém, podíamos ter filtros para selecionar apenas um evento. No total de horas de GECC a realizar, por exemplo, temos a soma dos valores de todos os eventos com pagamentos ainda pendentes. Se possível, seria bom podermos filtrar por cada evento/atividade."
1353,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,53202,16.0,,2024-05-10 09:40:32.603,3,"Problemas pra acessar o assentamento funcional dos servidores, na maioria das vezes."
1354,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,91,,26251,21.0,536.0,2024-05-10 09:12:06.299,1,"bom dia, estou esperando um requerimento que fiz dia 08/05/24 e até agora nenhum retorno"
1355,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,PEN,40701,,,2024-05-10 08:31:57.543,1,TENDO EM VISTA A NECESSIDADE DE PESSOAS COM MAIS IDADE A FERRAMENTA DEVERIA SER MENOS REDUNDANTE.
1356,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,26251,21.0,536.0,2024-05-09 14:28:31.868,2,"fiz um requerimento e ainda não tive nenhum retorno, e nem tem disponível contato para tirar dúvidas"
1357,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,,,2024-05-09 13:19:58.73,4,
1358,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26254,,,2024-05-09 08:51:29.397,4,"
"
1359,SIGEPE,Requerimento,SERVIPACOTPROCE,Corrigir Requerimento,90,SER,26236,,,2024-05-08 19:01:29.593,2,"O aplicativo não é intuitivo.
Me solicitar a correção de requerimento e eu não sei como executar...¿¿"
1360,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,57202,8797.0,,2024-05-08 14:17:25.306,5,
1361,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,89,PEN,40805,,,2024-05-07 20:56:33.691,5,
1362,SIGEPE,Tabelas Auxiliares,ARFOACCOARFOAC,Pesquisar Área de Formação Acadêmica,10,SER,17500,,,2024-05-07 14:27:16.979,5,
1363,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Concessão,29,SER,17500,,,2024-05-07 14:23:08.554,5,
1364,SIGEPE,Avaliação de Desempenho,PTECPTEMIMIS,Cadastrar Minhas Metas Individuais,0,SER,40701,,,2024-05-07 10:42:42.672,5,"Está bem mais claro, simples e intuitivo e sem instabilidades no salvamento das metas. Parabéns."
1365,SIGEPE,Frequência,VISFICDEFRE,Visualizar Ficha de Frequência,0,,42201,1393.0,,2024-05-07 10:33:42.363,2,não reabre para edição nem deixa fazer qualquer outra ação
1366,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,8797.0,,2024-05-07 09:34:05.358,2,"A frequencia com que o SIGEPE trava é excessiva, A perda de parte do trabalho já feito gera atraso e irritação."
1367,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26238,,,2024-05-06 18:31:19.584,1,não se acha nada
1368,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,10110.0,,2024-05-06 17:31:12.691,1,SIGEPE LENTO E UM CAMINHO MUITO LENTO PARA ASSINAR E PUBLICAR DOCUMENTOS. SUGIRO UMA NOVA ALTERNATIVA.
1369,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,88,SER,57202,,,2024-05-06 15:52:52.459,5,
1370,SIGEPE,Tabelas Auxiliares,ARFOACCOARFOAC,Detalhar Área de Formação Acadêmica,9,SER,17500,,,2024-05-06 12:54:53.957,5,
1371,SIGEPE,Gestão de Vínculo,VINCUCONSUVINCU,Consultar Vínculos,28,SER,17500,,,2024-05-06 12:27:23.701,5,
1372,SIGEPE,Afastamento,PESQUISFILTRAR,Pesquisar Afastamento,28,SER,17500,,,2024-05-06 12:25:25.386,5,
1373,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,,,2024-05-06 11:22:42.651,5,"BOM DIA! MUITO OBRIGADA PREZADOS! ABRAÇOS,"
1374,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,30802,,,2024-05-06 10:48:47.957,1,"OI NSERVIDOR APOSENTADO POR INVALIDES, SEM ACESSOS AO SISTEMA CONSULTAS, CONTRA CHEQUES E OUTROS, AS VEZ BLOQUEADO E OUTRAS IDENTIFICAÇÃO USUÁRIO E SENHA INVÁLIDOS, VÁRIOS PEDIDOS DE REGULARIZAÇÃO AO SETOR RH/4a.SRDPRF/MG; ORIENTAÇÕES E OU INSTRUÇÕES INSUFICIENTE HÁ QUESE 2 MESES REQUERENDO E SOLICI"
1375,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,51,SER,57202,8797.0,,2024-05-06 10:04:16.137,2,"A frequência com que o SIGEPE trava é excessiva, A perda de parte do trabalho feito gera atraso e irritação."
1376,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,25000,7590.0,,2024-05-06 09:49:02.026,4,
1377,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,26292,,,2024-05-05 18:29:09.359,2,nao consigo anexar os comprovantes 2022-2023 solicitado
1378,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,PEN,26292,,,2024-05-05 17:25:39.076,2,Não consigo anexar as declarações solicitadas no documento 4352137 quitação plano saúde 2022-2023.A quem posso pedir ajuda?
1379,SIGEPE,Avaliação de Desempenho,AVDEVIAVDESE,Consultar Minha Avaliação de Desempenho,0,SER,40701,,,2024-05-05 08:42:54.261,4,
1380,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,87,SER,40806,,,2024-05-04 15:25:53.927,4,
1381,SIGEPE,Requerimento,CONSULTPROCESS,Pesquisar Requerimento,50,SER,57202,,,2024-05-03 15:27:14.339,3,"Seria interessante que, quando um requerimento tivesse muitos aruivos em anexo, pudéssemos baixá-los de uma só vez."
1382,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,86,SER,26239,,,2024-05-03 15:08:51.625,3,o que é ORC
1383,SIGEPE,Consignações,CONSIMSIMCON,Simular Consignação,0,SER,26238,,,2024-05-03 14:35:09.002,2,Não consigo saber onde acessar o contracheque e nem ver se há consignações. Isto favorece os golpes.
1384,SIGEPE,Gestão de Vínculo,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26423,,,2024-05-03 10:35:08.238,5,
1385,SIGEPE,Requerimento,SERVIPACOTPROCE,Corrigir Requerimento,85,SER,26271,,,2024-05-03 09:44:36.992,2,"anexar um documento a este formato de requerimento é bem ruim. Venho tentando e não é autoexolicativo. 
Dificil "
1386,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26242,,,2024-05-02 23:26:51.668,3,"O fluxo das operações para incluir os documentos comprobatórios, sobretudo se mais de um documento, não é claro!"
1387,SIGEPE,Avaliação de Desempenho,AVDEPACOMIAVPA,Consultar Minhas Avaliações Parciais,0,SER,20000,,,2024-05-02 16:01:57.6,1,Não está funcionando.
1388,SIGEPE,Frequência,VISFICDEFRE,Visualizar Ficha de Frequência,0,,40116,26.0,,2024-05-02 15:12:20.236,4,
1389,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,17000,,,2024-05-02 11:17:52.75,5,Ok
1390,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,84,SER,26232,,,2024-05-01 18:20:11.319,4,
1391,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26242,,,2024-05-01 11:11:22.699,3,Algumas dificuldades
